sequence,found_in_MEGAHIT,found_in_SPAdes,status,MEGAHIT_vs2_score,MEGAHIT_dvf_score,MEGAHIT_identified_by,SPAdes_vs2_score,SPAdes_dvf_score,SPAdes_identified_by
k141_151376,Yes,No,Consensus,1.0,0.9344590902328492,Both,N/A,N/A,N/A
k141_128224,Yes,No,Consensus,0.553,0.005255953874439,Both,N/A,N/A,N/A
k141_85703,Yes,No,Consensus,,0.3889931440353393,Both,N/A,N/A,N/A
k141_77876,Yes,No,Consensus,0.907,0.5997446775436401,Both,N/A,N/A,N/A
k141_15776,Yes,No,Consensus,0.973,0.0005294698057696,Both,N/A,N/A,N/A
k141_134740,Yes,No,Consensus,0.7,0.0131318382918834,Both,N/A,N/A,N/A
k141_175318,Yes,No,Consensus,0.973,0.0095846317708492,Both,N/A,N/A,N/A
NODE_7326_length_1016_cov_1.473465,No,Yes,Consensus,N/A,N/A,N/A,,0.0030767573043704,Both
k141_105947,Yes,No,Consensus,0.993,0.4068669974803924,Both,N/A,N/A,N/A
k141_59932,Yes,No,Consensus,0.727,0.2832982242107391,Both,N/A,N/A,N/A
k141_57244,Yes,No,Consensus,0.993,0.4803251028060913,Both,N/A,N/A,N/A
k141_36595,Yes,No,Consensus,0.827,1.6856833099154755e-05,Both,N/A,N/A,N/A
k141_22998,Yes,No,Consensus,0.807,0.353896826505661,Both,N/A,N/A,N/A
k141_119725,Yes,No,Consensus,1.0,0.5188866853713989,Both,N/A,N/A,N/A
k141_43413,Yes,No,Consensus,,0.0001256667019333,Both,N/A,N/A,N/A
k141_113913,Yes,No,Consensus,0.767,9.981781659007538e-06,Both,N/A,N/A,N/A
k141_38739,Yes,No,Consensus,0.953,4.540766440186417e-06,Both,N/A,N/A,N/A
k141_5833,Yes,No,Consensus,0.767,2.584353933343664e-05,Both,N/A,N/A,N/A
k141_154944,Yes,No,Consensus,0.94,1.1033243936253712e-05,Both,N/A,N/A,N/A
NODE_2698_length_1332_cov_1.432263,No,Yes,Consensus,N/A,N/A,N/A,0.62,1.3690514322206584e-07,Both
k141_169616,Yes,No,Consensus,0.993,0.0787520036101341,Both,N/A,N/A,N/A
k141_41620,Yes,No,Consensus,0.973,0.0006377912359312,Both,N/A,N/A,N/A
k141_142136,Yes,No,Consensus,,0.0008764343801885,Both,N/A,N/A,N/A
k141_135914,Yes,No,Consensus,0.62,0.154556855559349,Both,N/A,N/A,N/A
k141_71750,Yes,No,Consensus,0.927,0.0006739381933584,Both,N/A,N/A,N/A
k141_2966,Yes,No,Consensus,0.873,0.0001620181719772,Both,N/A,N/A,N/A
k141_26235,Yes,No,Consensus,0.5,0.121287889778614,Both,N/A,N/A,N/A
k141_33064,Yes,No,Consensus,0.987,0.9980487823486328,Both,N/A,N/A,N/A
k141_55302,Yes,No,Consensus,0.827,0.0034913732670247,Both,N/A,N/A,N/A
NODE_1270_length_1641_cov_2.975410,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.4235846698284149,Both
k141_105171,Yes,No,Consensus,0.64,0.0127406809478998,Both,N/A,N/A,N/A
k141_59328,Yes,No,Consensus,0.68,0.0041430806741118,Both,N/A,N/A,N/A
k141_177581,Yes,No,Consensus,,9.211794882446613e-09,Both,N/A,N/A,N/A
k141_161663,Yes,No,Consensus,0.553,0.1258331686258316,Both,N/A,N/A,N/A
k141_86243,Yes,No,Consensus,0.987,0.9781277775764464,Both,N/A,N/A,N/A
k141_14575,Yes,No,Consensus,0.767,0.0903415381908416,Both,N/A,N/A,N/A
k141_78653,Yes,No,Consensus,0.947,2.7050289645558223e-05,Both,N/A,N/A,N/A
k141_173697,Yes,No,Consensus,0.84,0.0004494565655477,Both,N/A,N/A,N/A
k141_2051,Yes,No,Consensus,0.973,0.9005031585693359,Both,N/A,N/A,N/A
NODE_1332_length_1618_cov_3.543186,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.6379146575927734,Both
k141_117205,Yes,No,Consensus,1.0,0.0029951022006571,Both,N/A,N/A,N/A
k141_38081,Yes,No,Consensus,0.533,0.004234654828906,Both,N/A,N/A,N/A
k141_114028,Yes,No,Consensus,0.88,0.9368520379066468,Both,N/A,N/A,N/A
k141_174374,Yes,No,Consensus,0.747,0.0003179389459546,Both,N/A,N/A,N/A
k141_173706,Yes,No,Consensus,0.753,0.0037172306329011,Both,N/A,N/A,N/A
k141_7704,Yes,No,Consensus,0.607,0.0019469298422336,Both,N/A,N/A,N/A
k141_122595,Yes,No,Consensus,0.747,1.827454434533137e-05,Both,N/A,N/A,N/A
k141_13835,Yes,No,Consensus,0.853,0.472889244556427,Both,N/A,N/A,N/A
k141_95818,Yes,No,Consensus,1.0,1.979170338017866e-05,Both,N/A,N/A,N/A
k141_53720,Yes,No,Consensus,0.54,0.0423578992486,Both,N/A,N/A,N/A
k141_133586,Yes,No,Consensus,0.593,2.628480388011667e-06,Both,N/A,N/A,N/A
k141_92475,Yes,No,Consensus,0.74,0.0043614255264401,Both,N/A,N/A,N/A
k141_41554,Yes,No,Consensus,0.993,5.740830238210037e-05,Both,N/A,N/A,N/A
k141_86221,Yes,No,Consensus,0.753,0.0035135664511471,Both,N/A,N/A,N/A
k141_98188,Yes,No,Consensus,0.98,0.0212974678725004,Both,N/A,N/A,N/A
NODE_182_length_2913_cov_4.265220,No,Yes,Consensus,N/A,N/A,N/A,0.88,0.1530700325965881,Both
k141_175743,Yes,No,Consensus,0.887,0.0002187013596994,Both,N/A,N/A,N/A
