sequence,found_in_MEGAHIT,found_in_SPAdes,status,MEGAHIT_vs2_score,MEGAHIT_dvf_score,MEGAHIT_identified_by,SPAdes_vs2_score,SPAdes_dvf_score,SPAdes_identified_by
k141_61431,Yes,No,Consensus,0.84,0.0333965122699737,Both,N/A,N/A,N/A
k141_161305,Yes,No,Consensus,0.973,0.9768818616867064,Both,N/A,N/A,N/A
NODE_1488_length_1563_cov_2.441645,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.1206463202834129,Both
k141_154776,Yes,No,Consensus,0.84,0.44981449842453,Both,N/A,N/A,N/A
k141_10692,Yes,No,Consensus,0.827,0.1047450900077819,Both,N/A,N/A,N/A
k141_140747,Yes,No,Consensus,0.6,9.683746611699462e-06,Both,N/A,N/A,N/A
k141_42817,Yes,No,Consensus,0.7,0.1425843685865402,Both,N/A,N/A,N/A
k141_41404,Yes,No,Consensus,0.973,0.2552444040775299,Both,N/A,N/A,N/A
k141_44875,Yes,No,Consensus,0.86,0.9377065300941468,Both,N/A,N/A,N/A
k141_101589,Yes,No,Consensus,0.573,0.0003744351561181,Both,N/A,N/A,N/A
k141_151499,Yes,No,Consensus,1.0,0.9344590902328492,Both,N/A,N/A,N/A
k141_31201,Yes,No,Consensus,1.0,0.5141150951385498,Both,N/A,N/A,N/A
k141_59225,Yes,No,Consensus,1.0,0.1011842191219329,Both,N/A,N/A,N/A
NODE_2460_length_1364_cov_2.011459,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.0493999235332012,Both
k141_68277,Yes,No,Consensus,0.98,0.0493057519197464,Both,N/A,N/A,N/A
k141_119958,Yes,No,Consensus,0.62,1.5586977042403305e-06,Both,N/A,N/A,N/A
k141_113040,Yes,No,Consensus,0.96,0.2298785150051117,Both,N/A,N/A,N/A
k141_155947,Yes,No,Consensus,0.807,0.0032167530152946,Both,N/A,N/A,N/A
NODE_3816_length_1213_cov_2.552677,No,Yes,Consensus,N/A,N/A,N/A,0.653,0.0055864383466541,Both
k141_102574,Yes,No,Consensus,0.84,0.1961181461811065,Both,N/A,N/A,N/A
k141_177475,Yes,No,Consensus,0.5,1.631172352745125e-07,Both,N/A,N/A,N/A
k141_94947,Yes,No,Consensus,1.0,0.7745926380157471,Both,N/A,N/A,N/A
k141_121054,Yes,No,Consensus,0.967,0.0343136191368103,Both,N/A,N/A,N/A
k141_62724,Yes,No,Consensus,0.66,0.2121892273426056,Both,N/A,N/A,N/A
k141_73834,Yes,No,Consensus,0.727,0.0106746312230825,Both,N/A,N/A,N/A
k141_145969,Yes,No,Consensus,,0.4992654919624328,Both,N/A,N/A,N/A
k141_168038,Yes,No,Consensus,0.96,0.0751804113388061,Both,N/A,N/A,N/A
k141_93099,Yes,No,Consensus,0.833,0.028151886537671,Both,N/A,N/A,N/A
k141_1258,Yes,No,Consensus,0.993,0.942768096923828,Both,N/A,N/A,N/A
NODE_7281_length_1018_cov_1.248183,No,Yes,Consensus,N/A,N/A,N/A,0.973,0.0774849951267242,Both
k141_43441,Yes,No,Consensus,,1.1137802175653633e-05,Both,N/A,N/A,N/A
k141_54582,Yes,No,Consensus,,0.001653587212786,Both,N/A,N/A,N/A
k141_94104,Yes,No,Consensus,0.967,0.0087611712515354,Both,N/A,N/A,N/A
NODE_4227_length_1180_cov_3.141333,No,Yes,Consensus,N/A,N/A,N/A,0.86,0.9827899932861328,Both
k141_147637,Yes,No,Consensus,,0.1293117702007293,Both,N/A,N/A,N/A
k141_177432,Yes,No,Consensus,0.987,0.4989832043647766,Both,N/A,N/A,N/A
k141_115647,Yes,No,Consensus,0.673,0.0090983705595135,Both,N/A,N/A,N/A
k141_52730,Yes,No,Consensus,0.553,1.601331689471408e-07,Both,N/A,N/A,N/A
k141_76849,Yes,No,Consensus,0.827,0.0118874004110693,Both,N/A,N/A,N/A
NODE_383_length_2359_cov_1.778646,No,Yes,Consensus,N/A,N/A,N/A,0.533,0.0001810653193388,Both
k141_159657,Yes,No,Consensus,0.7,1.39811354529229e-05,Both,N/A,N/A,N/A
k141_37724,Yes,No,Consensus,0.707,5.457762745209038e-05,Both,N/A,N/A,N/A
k141_8446,Yes,No,Consensus,0.873,0.329602986574173,Both,N/A,N/A,N/A
k141_154600,Yes,No,Consensus,0.947,0.0023814276792109,Both,N/A,N/A,N/A
k141_121399,Yes,No,Consensus,0.56,2.51974597631488e-07,Both,N/A,N/A,N/A
k141_76539,Yes,No,Consensus,,0.0064994134008884,Both,N/A,N/A,N/A
k141_137982,Yes,No,Consensus,0.927,0.0027476879768073,Both,N/A,N/A,N/A
k141_101911,Yes,No,Consensus,0.94,9.985903488995971e-06,Both,N/A,N/A,N/A
k141_80240,Yes,No,Consensus,1.0,0.2688872814178467,Both,N/A,N/A,N/A
NODE_58_length_3895_cov_2.256771,No,Yes,Consensus,N/A,N/A,N/A,0.507,3.232509584449872e-07,Both
k141_13408,Yes,No,Consensus,0.933,0.000140111442306,Both,N/A,N/A,N/A
k141_23076,Yes,No,Consensus,0.567,0.2074505537748336,Both,N/A,N/A,N/A
k141_167521,Yes,No,Consensus,,0.002060069469735,Both,N/A,N/A,N/A
k141_49317,Yes,No,Consensus,0.953,0.0001512284507043,Both,N/A,N/A,N/A
